code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name
7914212,Starr prosthetic replacement of valve of heart,Read codes v2,C3176,8511,File - Atrial Fibrillation - Primary Care - Heart Valve Procedure,PH1025,2259,Atrial Fibrillation
7914300,Replacement of valve of heart NEC,Read codes v2,C3176,8511,File - Atrial Fibrillation - Primary Care - Heart Valve Procedure,PH1025,2259,Atrial Fibrillation
SP00200,Mechanical complication of heart valve prosthesis,Read codes v2,C3176,8511,File - Atrial Fibrillation - Primary Care - Heart Valve Procedure,PH1025,2259,Atrial Fibrillation
SyuK611,[X] Embolism from prosthetic heart valve,Read codes v2,C3176,8511,File - Atrial Fibrillation - Primary Care - Heart Valve Procedure,PH1025,2259,Atrial Fibrillation
TB01200,"Implant of heart valve prosthesis + complication, no blame",Read codes v2,C3176,8511,File - Atrial Fibrillation - Primary Care - Heart Valve Procedure,PH1025,2259,Atrial Fibrillation
ZV42200,[V]Heart valve transplanted,Read codes v2,C3176,8511,File - Atrial Fibrillation - Primary Care - Heart Valve Procedure,PH1025,2259,Atrial Fibrillation
ZV43300,[V]Has artificial heart valve,Read codes v2,C3176,8511,File - Atrial Fibrillation - Primary Care - Heart Valve Procedure,PH1025,2259,Atrial Fibrillation
ZV45H00,[V]Presence of prosthetic heart valve,Read codes v2,C3176,8511,File - Atrial Fibrillation - Primary Care - Heart Valve Procedure,PH1025,2259,Atrial Fibrillation
ZVu6e00,[X]Presence of other heart valve replacement,Read codes v2,C3176,8511,File - Atrial Fibrillation - Primary Care - Heart Valve Procedure,PH1025,2259,Atrial Fibrillation
14A8100,H/O: Deep Vein Thrombosis,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
1JH..00,Suspected deep vein thrombosis,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
8HTm.00,Referral to deep vein thrombosis clinic,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
G801.00,Deep vein phlebitis and thrombophlebitis of the leg,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
G801.12,"Deep vein thrombosis, leg",Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
G801600,Thrombophlebitis of the femoral vein,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
G801700,Thrombophlebitis of the popliteal vein,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
G801B00,Deep vein thrombophlebitis of the leg unspecified,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
G801C00,Deep vein thrombosis of leg related to air travel,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
G801E00,Deep vein thrombosis of leg related to intravenous drug use,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
G801F00,Deep vein thrombosis of peroneal vein,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
G801z00,Deep vein phlebitis and thrombophlebitis of the leg NOS,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
ZV12800,[V] Personal history deep vein thrombosis,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
ZV12811,[V] Personal history DVT- deep vein thrombosis,Read codes v2,C3177,8513,File - Atrial Fibrillation - Primary Care - Deep Vein Thrombosis,PH1025,2259,Atrial Fibrillation
14AC.00,H/O: pulmonary embolus,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
1JC..00,Suspected pulmonary embolism,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
7A09300,Open embolectomy of pulmonary artery,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
7A09311,Trendelenburg pulmonary embolectomy,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
7A0A100,Percutaneous transluminal embolectomy of pulmonary artery,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
G401.00,Pulmonary embolism,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
G401.12,Pulmonary embolus,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
G401000,Post operative pulmonary embolus,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
G401100,Recurrent pulmonary embolism,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L096400,Pulmonary embolism following abortive pregnancy,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L43..00,Obstetric pulmonary embolism,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L43..11,Obstetric pulmonary embolus,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L430.00,Obstetric air pulmonary embolism,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L431.00,Amniotic fluid pulmonary embolism,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L431100,Amniotic fluid pulmonary embolism - delivered,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L432.00,Obstetric blood-clot pulmonary embolism,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L43z.00,Obstetric pulmonary embolism NOS,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L43z100,Obstetric pulmonary embolism NOS - delivered,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L43z400,Obstetric pulmonary embolism NOS with postnatal complication,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
L43zz00,Obstetric pulmonary embolism NOS,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
ZV12900,[V] Personal history of pulmonary embolism,Read codes v2,C3178,8515,File - Atrial Fibrillation - Primary Care - Pulmonary Embolism,PH1025,2259,Atrial Fibrillation
13348,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
16366,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
1781,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
17965,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
20844,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
20944,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
2302,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
23078,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
2511,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
25238,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
27523,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
29282,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
30202,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
30203,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
31511,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
3181,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
31937,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
3286,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
33080,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
33274,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
33612,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
33675,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
33711,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34017,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34019,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34023,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34024,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34086,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34087,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34088,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34095,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34299,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34327,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34328,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34416,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34417,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34418,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34517,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34519,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34526,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34576,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34691,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34758,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34864,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34918,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
34948,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
36,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
36099,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
3705,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
38041,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
38044,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
39866,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
40143,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
40245,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
45,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
61,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
6262,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
792,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
833,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
8466,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
8467,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
94,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
9522,,GPRD product codes,C3179,8517,File - Atrial Fibrillation - Primary Care - Medication,PH1025,2259,Atrial Fibrillation
7930000,Open ablation of atrioventricular node,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7934000,Percutaneous transluminal ablation of atrioventricular node,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7934200,Transluminal radiofreq ablation heart conducting system NEC,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7934500,Percutaneous transluminal ablation of atrial wall,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7934800,Percutaneous transluminal ablation of atrial wall NEC,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7936900,Implantation of intravenous atrial overdrive pacemaker,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7936A00,Implant intravenous pacemaker for atrial fibrillation,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
793M.00,Therapeutic transluminal operations on heart,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
793M000,Perc translum ablat pulmon vein to lft atrium conduct system,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
793M100,Perc transluminal ablation of atrial wall for atrial flutter,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
793M200,Percutaneous transluminal internal cardioversion NEC,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
793M300,Perc translum ablat conduct sys heart for atrial flutter NEC,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
793Mz00,Therapeutic transluminal operations on heart NOS,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7L1H.11,Cardioversion and stimulation,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7L1H.12,Direct current cardiac shock,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7L1H.13,Defibrillation,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7L1H000,Direct current cardioversion,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7L1H100,External cardioversion NEC,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7L1H111,External electrode cardioversion,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7L1H200,Internal electrode cardioversion,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7L1H300,Electrical sinus rhythm conversion,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7L1H400,Electrical operative cardiac stimulation,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7L1H800,Chemical cardioversion,Read codes v2,C3180,8519,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
14N6.00,H/O: cardiac surgery,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
14S4.00,H/O: heart valve recipient,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
14T3.00,H/O: artificial heart valve,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7.90E+02,Creation of conduit between heart atrium and ventricle NEC,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7.90E+102,Creation of conduit between right atrium and pulm artery NEC,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7.90E+113,Creation of Fontan conduit between right atrium & pulmon art,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7.90E+202,Creation conduit between right ventricle and pulm artery NEC,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7.90E+213,Rastelli creation conduit between right ventricle/pulmon art,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7.93E+02,Cardiotachygraphy,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
79...00,Heart operations,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
79...11,Cardiac operations,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
790..00,"Heart wall, septum and chamber operations",Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7900,Transplantation of heart and lung,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7900000,Allotransplantation of heart and lung,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7900z00,Transplantation of heart and lung NOS,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7901,Other transplantation of heart,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7901000,Allotransplantation of heart NEC,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7901100,Xenotransplantation of heart,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7901200,Implantation of prosthetic heart,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7901400,Revision of implantation of prosthetic heart,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7901500,Revision of transplantation of heart NEC,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7901y00,Other specified other transplantation of heart,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7901z00,Other transplantation of heart NOS,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7902,Correction of tetralogy of Fallot,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7902.11,Repair of tetralogy of Fallot,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7902000,Correct Fallot tetralogy- valved right ventr outflow conduit,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7902100,Correct Fallot tetralogy- right ventric outflow conduit NEC,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7902300,Revision of correction of tetralogy of Fallot,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7902400,Repair of tetralogy of Fallot using transannular patch,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7902500,Repair of tetralogy of Fallot with absent pulmonary valve,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7902y00,Other specified correction of tetralogy of Fallot,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7902z00,Correction of tetralogy of Fallot NOS,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7903,Atrial inversion ops for transposition of great vessels,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7903.11,Mustard interatrial tr venous return,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7903.12,Senning correction for transposition of great vessels,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7903.13,Atrial inversion operations for transposition of great art,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
7903000,Atrium reconstruction atrial patch for transpos great vessel,Read codes v2,C3181,8521,File - Atrial Fibrillation - Primary Care - Procedure,PH1025,2259,Atrial Fibrillation
